title,year_x,rotten tomatoes,netflix,hulu,prime video,disney+,movieId,genres,userId,rating
Prisoners,2013,86/100,0,1,0,0,104879.0,Drama|Mystery|Thriller,44070.0,4.0
Detour,1945,66/100,0,0,1,0,3966.0,Crime|Film-Noir,74505.0,4.0
Bound,1996,72/100,0,1,0,0,866.0,Crime|Drama|Romance|Thriller,121004.0,4.0
RoboCop,1987,80/100,0,1,0,0,2985.0,Action|Crime|Drama|Sci-Fi|Thriller,3094.0,5.0
Boogie Nights,1997,81/100,1,0,0,0,1673.0,Drama,121259.0,1.0
Austin Powers: International Man of Mystery,1997,78/100,1,0,0,0,1517.0,Action|Adventure|Comedy,110759.0,2.0
Small Soldiers,1998,69/100,0,0,1,0,1920.0,Animation|Children|Fantasy|War,8364.0,3.5
Psycho,2020,54/100,1,0,0,0,1219.0,Crime|Horror,24611.0,5.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,128530.0,4.0
Cliffhanger,1993,71/100,0,1,0,0,434.0,Action|Adventure|Thriller,38991.0,3.0
Beetlejuice,1988,81/100,0,1,0,0,2174.0,Comedy|Fantasy,41062.0,2.5
Congo,1995,65/100,1,0,0,0,160.0,Action|Adventure|Mystery|Sci-Fi,39007.0,1.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,90678.0,4.0
Ravenous,2017,76/100,1,0,0,0,2560.0,Horror|Thriller,930.0,4.0
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,114210.0,3.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,136885.0,4.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,132146.0,5.0
Elephant,2020,54/100,0,0,0,1,6890.0,Drama,132082.0,2.5
Willow,1988,75/100,0,0,0,1,2193.0,Action|Adventure|Fantasy,111109.0,5.0
102 Dalmatians,2000,60/100,0,0,0,1,3991.0,Children|Comedy,116563.0,3.5
Across the Universe,2007,76/100,0,1,1,0,54190.0,Drama|Fantasy|Musical|Romance,2782.0,2.0
Rebecca,2020,60/100,1,0,0,0,928.0,Drama|Mystery|Romance|Thriller,56223.0,4.0
Ordinary People,2016,56/100,1,1,0,0,1956.0,Drama,70861.0,3.0
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,28262.0,3.0
28 Weeks Later,2007,78/100,0,1,0,0,53000.0,Horror|Sci-Fi|Thriller,30620.0,4.0
Star Trek VI: The Undiscovered Country,1991,73/100,0,1,0,0,1372.0,Action|Mystery|Sci-Fi,92881.0,4.0
Burn After Reading,2008,78/100,0,0,1,0,61323.0,Comedy|Crime|Drama,138118.0,2.5
Pirates of the Caribbean: At World's End,2007,81/100,0,0,0,1,53125.0,Action|Adventure|Comedy|Fantasy,40594.0,5.0
Dennis the Menace,1993,65/100,1,0,0,0,6166.0,Comedy,114573.0,2.0
Lady and the Tramp,1955,76/100,0,0,0,1,2080.0,Animation|Children|Comedy|Romance,68391.0,4.0
Pocahontas,1995,75/100,0,0,0,1,48.0,Animation|Children|Drama|Musical|Romance,48399.0,2.0
"20,000 Leagues Under the Sea",1954,69/100,0,0,0,1,1019.0,Adventure|Drama|Sci-Fi,4666.0,3.0
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,7457.0,1.0
Alice in Wonderland,1951,77/100,0,0,0,1,1032.0,Adventure|Animation|Children|Fantasy|Musical,114747.0,3.0
Galaxy Quest,1999,78/100,0,1,0,0,3175.0,Adventure|Comedy|Sci-Fi,47173.0,4.0
Old Yeller,1957,65/100,0,0,0,1,1012.0,Children|Drama,54491.0,4.0
Cliffhanger,1993,71/100,0,1,0,0,434.0,Action|Adventure|Thriller,86203.0,2.0
Star Wars: Episode II - Attack of the Clones,2002,78/100,0,0,0,1,5378.0,Action|Adventure|Sci-Fi|IMAX,11259.0,3.0
Star Wars: Episode III - Revenge of the Sith,2005,83/100,0,0,0,1,33493.0,Action|Adventure|Sci-Fi,73676.0,3.5
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,71407.0,3.5
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,52047.0,5.0
"Honey, I Shrunk the Kids",1989,72/100,0,0,0,1,2054.0,Adventure|Children|Comedy|Fantasy|Sci-Fi,52437.0,4.0
It's a Wonderful Life,1946,84/100,0,0,1,0,953.0,Drama|Fantasy|Romance,23311.0,4.5
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,100366.0,4.5
"Monsters, Inc.",2001,87/100,0,0,0,1,4886.0,Adventure|Animation|Children|Comedy|Fantasy,40100.0,5.0
Snow White and the Seven Dwarfs,1937,78/100,0,0,0,1,594.0,Animation|Children|Drama|Fantasy|Musical,14202.0,3.0
Mortal Kombat,1995,69/100,1,0,0,0,44.0,Action|Adventure|Fantasy,116874.0,3.0
Dangerous Minds,1995,69/100,0,1,0,0,31.0,Drama,39454.0,2.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,10829.0,3.5
Austin Powers: The Spy Who Shagged Me,1999,76/100,1,0,0,0,2683.0,Action|Adventure|Comedy,70379.0,3.5
Chinatown,1974,82/100,1,0,0,0,1252.0,Crime|Film-Noir|Mystery|Thriller,85967.0,5.0
White Christmas,1954,71/100,1,0,0,0,3675.0,Comedy|Musical|Romance,83971.0,1.0
Newsies,1992,66/100,0,0,0,1,2084.0,Children|Musical,22352.0,4.5
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,9685.0,3.5
Ordinary People,2016,56/100,1,1,0,0,1956.0,Drama,45849.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,53649.0,5.0
Papillon,2017,75/100,0,1,1,0,3198.0,Crime|Drama,85558.0,4.0
RoboCop,1987,80/100,0,1,0,0,2985.0,Action|Crime|Drama|Sci-Fi|Thriller,5792.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,58373.0,4.0
Porky's,1981,67/100,0,0,1,0,3688.0,Comedy,134051.0,3.5
Out of Time,2019,50/100,0,0,1,0,6862.0,Crime|Drama|Thriller,54305.0,3.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,14616.0,4.0
Legally Blonde,2001,75/100,1,0,0,0,4447.0,Comedy|Romance,88851.0,1.0
Willow,1988,75/100,0,0,0,1,2193.0,Action|Adventure|Fantasy,111894.0,3.0
Mystic River,2003,82/100,1,0,0,0,6870.0,Crime|Drama|Mystery,8911.0,3.5
Psycho,2020,54/100,1,0,0,0,1219.0,Crime|Horror,89841.0,4.5
Much Ado About Nothing,2016,49/100,1,0,0,0,497.0,Comedy|Romance,56491.0,5.0
Diabolique,1996,57/100,0,0,1,0,640.0,Drama|Thriller,63922.0,3.0
Rear Window,1954,85/100,0,0,1,0,904.0,Mystery|Thriller,7559.0,4.0
Annie,1999,62/100,0,0,0,1,4039.0,Children|Musical,41140.0,3.0
Rear Window,1954,85/100,0,0,1,0,904.0,Mystery|Thriller,40679.0,4.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,31586.0,4.5
Cyrano de Bergerac,1950,60/100,0,0,1,0,1277.0,Comedy|Drama|Romance,80946.0,4.0
It's a Wonderful Life,1946,84/100,0,0,1,0,953.0,Drama|Fantasy|Romance,113351.0,2.0
Super Size Me,2004,72/100,0,0,1,0,8464.0,Comedy|Documentary|Drama,5453.0,4.5
Red Dawn,2012,67/100,0,1,0,0,98239.0,Action|War,58736.0,4.0
Mortal Kombat,1995,69/100,1,0,0,0,44.0,Action|Adventure|Fantasy,66601.0,1.5
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,5017.0,4.0
"Monsters, Inc.",2001,87/100,0,0,0,1,4886.0,Adventure|Animation|Children|Comedy|Fantasy,19651.0,3.5
Green Lantern,2011,72/100,0,0,1,0,87430.0,Action|Adventure|Sci-Fi,93527.0,3.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,59134.0,5.0
Hellboy,2004,78/100,0,0,1,0,7373.0,Action|Adventure|Fantasy|Horror,67224.0,2.5
Beverly Hills Ninja,1997,63/100,1,0,0,0,1431.0,Action|Comedy,102308.0,2.5
"Monsters, Inc.",2001,87/100,0,0,0,1,4886.0,Adventure|Animation|Children|Comedy|Fantasy,46157.0,4.0
Birdy,1984,66/100,0,0,1,0,3342.0,Drama|War,27034.0,5.0
Stand by Me,1986,84/100,0,1,0,0,1259.0,Adventure|Drama,45987.0,4.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,138200.0,4.0
Love Actually,2003,82/100,1,0,0,0,6942.0,Comedy|Drama|Romance,83959.0,1.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,64044.0,3.5
Highlander,1986,76/100,0,0,1,0,1275.0,Action|Adventure|Fantasy,2248.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,74845.0,4.5
Batman Begins,2005,88/100,0,1,0,0,33794.0,Action|Crime|IMAX,3079.0,4.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,93282.0,4.0
Casino Royale,2006,85/100,1,0,0,0,49272.0,Action|Adventure|Thriller,10644.0,5.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,106807.0,5.0
Invasion of the Body Snatchers,1956,73/100,0,0,1,0,2664.0,Horror|Sci-Fi|Thriller,133531.0,4.0
Ghost,2020,45/100,0,0,1,0,587.0,Comedy|Drama|Fantasy|Romance|Thriller,38868.0,5.0
White Christmas,1954,71/100,1,0,0,0,3675.0,Comedy|Musical|Romance,11230.0,4.5
Kingpin,1996,72/100,0,0,1,0,785.0,Comedy,22507.0,3.5
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,56341.0,3.0
Ice Age,2002,82/100,0,1,0,0,5218.0,Adventure|Animation|Children|Comedy,83333.0,2.0
Nightcrawler,2014,84/100,1,0,0,0,115569.0,Crime|Drama|Thriller,67886.0,4.5
Mulan,1998,81/100,0,0,0,1,1907.0,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,15782.0,4.5
Monster,2021,61/100,1,0,1,0,7160.0,Crime|Drama,115767.0,3.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,104348.0,3.5
Animal Crackers,2020,57/100,1,0,0,0,7706.0,Comedy|Musical,91349.0,3.5
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,53119.0,4.0
Phone Booth,2002,75/100,0,0,1,0,6281.0,Drama|Thriller,31137.0,4.0
Arachnophobia,1990,70/100,0,1,0,0,2699.0,Comedy|Horror,74552.0,3.5
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,137447.0,4.0
Wolf,2012,43/100,0,0,1,0,382.0,Drama|Horror|Romance|Thriller,54301.0,1.0
Philadelphia,1993,79/100,0,0,1,0,508.0,Drama,26042.0,4.0
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,87334.0,2.0
Peter Pan,1953,76/100,0,0,0,1,2087.0,Animation|Children|Fantasy|Musical,19231.0,5.0
Beetlejuice,1988,81/100,0,1,0,0,2174.0,Comedy|Fantasy,38397.0,5.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,8068.0,3.0
Alice in Wonderland,1951,77/100,0,0,0,1,1032.0,Adventure|Animation|Children|Fantasy|Musical,38964.0,3.0
Aladdin and the King of Thieves,1996,67/100,0,0,0,1,1064.0,Animation|Children|Comedy|Fantasy|Musical|Romance,38033.0,3.5
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,44860.0,4.0
Frankenstein,2004,49/100,0,0,1,0,2648.0,Drama|Horror|Sci-Fi,97141.0,2.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,104789.0,2.5
Legally Blonde,2001,75/100,1,0,0,0,4447.0,Comedy|Romance,14489.0,3.5
Beetlejuice,1988,81/100,0,1,0,0,2174.0,Comedy|Fantasy,96443.0,3.0
Mr. Holland's Opus,1995,69/100,0,0,0,1,62.0,Drama,92978.0,4.0
Star Wars: Episode II - Attack of the Clones,2002,78/100,0,0,0,1,5378.0,Action|Adventure|Sci-Fi|IMAX,8067.0,4.0
Sabrina,2018,51/100,1,1,0,0,7.0,Comedy|Romance,43094.0,3.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,14430.0,4.0
Sister Act 2: Back in the Habit,1993,66/100,0,0,0,1,3248.0,Comedy,44913.0,2.0
Cheaper by the Dozen 2,2005,65/100,0,0,0,1,42009.0,Adventure|Comedy,68575.0,0.5
Tenacious D in The Pick of Destiny,2006,72/100,1,0,0,0,49396.0,Adventure|Comedy|Musical,72280.0,3.5
Star Wars: Episode III - Revenge of the Sith,2005,83/100,0,0,0,1,33493.0,Action|Adventure|Sci-Fi,23666.0,3.5
Cool Runnings,1993,75/100,0,0,0,1,1020.0,Comedy,14060.0,2.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,35356.0,4.0
I.Q.,1994,63/100,0,0,1,0,252.0,Comedy|Romance,24719.0,3.5
"I, Robot",2004,82/100,0,0,1,0,8644.0,Action|Adventure|Sci-Fi|Thriller,64928.0,3.5
Billy Madison,1995,73/100,0,1,0,0,216.0,Comedy,86085.0,4.5
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,119371.0,4.5
Mr. Holland's Opus,1995,69/100,0,0,0,1,62.0,Drama,118436.0,4.5
Alice in Wonderland,1951,77/100,0,0,0,1,74789.0,Adventure|Fantasy|IMAX,22901.0,2.5
Catch Me If You Can,2002,87/100,0,1,0,0,5989.0,Crime|Drama,94697.0,4.5
"20,000 Leagues Under the Sea",1954,69/100,0,0,0,1,1019.0,Adventure|Drama|Sci-Fi,87357.0,3.5
Race to Witch Mountain,2009,66/100,0,0,0,1,70305.0,Adventure|Children|Fantasy|Sci-Fi|Thriller,2855.0,3.0
Mallrats,1995,74/100,0,0,1,0,180.0,Comedy|Romance,86749.0,5.0
True Grit,1969,70/100,0,0,1,0,82459.0,Western,126134.0,4.0
Total Recall,1990,81/100,1,0,0,0,2916.0,Action|Adventure|Sci-Fi|Thriller,135883.0,3.5
Papillon,2017,75/100,0,1,1,0,3198.0,Crime|Drama,98371.0,3.5
Fever Pitch,1997,60/100,0,0,1,0,32598.0,Comedy|Romance,91559.0,4.0
Crimson Tide,1995,76/100,0,0,1,0,161.0,Drama|Thriller|War,56534.0,4.0
Election,1999,73/100,1,0,1,0,2599.0,Comedy,134461.0,4.5
Frankenstein,2004,49/100,0,0,1,0,2648.0,Drama|Horror|Sci-Fi,96372.0,3.5
Resident Evil: Afterlife,2010,71/100,1,1,0,0,80363.0,Action|Horror|Sci-Fi|Thriller|IMAX,137805.0,1.0
My Best Friend's Wedding,1997,71/100,1,0,0,0,1569.0,Comedy|Romance,39267.0,3.0
Bee Movie,2007,71/100,1,0,0,0,55768.0,Animation|Comedy,42909.0,3.0
Scrooged,1988,73/100,0,1,0,0,3087.0,Comedy|Fantasy|Romance,2484.0,3.0
Roman Holiday,1953,77/100,0,0,1,0,916.0,Comedy|Drama|Romance,15865.0,4.0
Mr. Magoo,1997,53/100,0,0,0,1,1731.0,Comedy,137342.0,1.0
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,96551.0,5.0
Akira,1988,81/100,0,1,0,0,1274.0,Action|Adventure|Animation|Sci-Fi,2138.0,4.0
Austin Powers: The Spy Who Shagged Me,1999,76/100,1,0,0,0,2683.0,Action|Adventure|Comedy,97023.0,4.0
Bound,1996,72/100,0,1,0,0,866.0,Crime|Drama|Romance|Thriller,111821.0,4.0
Back to School,2019,49/100,1,0,0,0,2416.0,Comedy,70202.0,4.0
Crimson Tide,1995,76/100,0,0,1,0,161.0,Drama|Thriller|War,82682.0,3.0
ATM,2012,50/100,1,0,0,0,96456.0,Horror|Thriller,23101.0,1.0
Superbad,2007,83/100,1,0,0,0,54503.0,Comedy,44085.0,3.0
Mad Max,1979,76/100,1,0,0,0,3702.0,Action|Adventure|Sci-Fi,9075.0,5.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,44652.0,5.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,101137.0,4.0
Clue,1985,76/100,0,0,1,0,2413.0,Comedy|Crime|Mystery|Thriller,113958.0,5.0
Virus,2019,65/100,0,0,1,0,2448.0,Horror|Sci-Fi,101781.0,1.0
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,68205.0,4.0
Not Another Teen Movie,2001,69/100,1,0,1,0,4974.0,Comedy,16573.0,1.0
Slumdog Millionaire,2008,85/100,0,1,0,0,63082.0,Crime|Drama|Romance,26001.0,4.5
Sin City,2019,32/100,1,0,0,0,32587.0,Action|Crime|Film-Noir|Mystery|Thriller,85336.0,5.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,118873.0,4.0
Pete's Dragon,2016,72/100,0,0,0,1,1030.0,Adventure|Animation|Children|Musical,9688.0,4.0
Star Wars: Episode III - Revenge of the Sith,2005,83/100,0,0,0,1,33493.0,Action|Adventure|Sci-Fi,113312.0,4.5
Slumdog Millionaire,2008,85/100,0,1,0,0,63082.0,Crime|Drama|Romance,16873.0,4.5
Roman Holiday,1953,77/100,0,0,1,0,916.0,Comedy|Drama|Romance,38335.0,3.5
Philadelphia,1993,79/100,0,0,1,0,508.0,Drama,115949.0,3.0
Slumdog Millionaire,2008,85/100,0,1,0,0,63082.0,Crime|Drama|Romance,45616.0,2.5
Pirates of the Caribbean: At World's End,2007,81/100,0,0,0,1,53125.0,Action|Adventure|Comedy|Fantasy,55056.0,4.0
Burn After Reading,2008,78/100,0,0,1,0,61323.0,Comedy|Crime|Drama,31213.0,5.0
Accepted,2006,71/100,1,0,0,0,47518.0,Comedy,74743.0,4.0
Chinatown,1974,82/100,1,0,0,0,1252.0,Crime|Film-Noir|Mystery|Thriller,75293.0,3.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,108775.0,4.0
WALL·E,2008,88/100,0,0,0,1,60069.0,Adventure|Animation|Children|Romance|Sci-Fi,109387.0,3.0
28 Days Later,2002,83/100,0,1,0,0,6502.0,Action|Horror|Sci-Fi,73523.0,4.0
Slumdog Millionaire,2008,85/100,0,1,0,0,63082.0,Crime|Drama|Romance,80088.0,4.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,96340.0,3.0
Ice Age,2002,82/100,0,1,0,0,5218.0,Adventure|Animation|Children|Comedy,76356.0,3.5
Austin Powers: The Spy Who Shagged Me,1999,76/100,1,0,0,0,2683.0,Action|Adventure|Comedy,83831.0,3.5
Arachnophobia,1990,70/100,0,1,0,0,2699.0,Comedy|Horror,47302.0,4.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,51286.0,4.5
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,98691.0,5.0
Catch Me If You Can,2002,87/100,0,1,0,0,5989.0,Crime|Drama,44496.0,4.0
Hugo,2011,79/100,1,0,0,0,90866.0,Children|Drama|Mystery,38175.0,5.0
Star Trek: Generations,1994,71/100,0,1,0,0,329.0,Adventure|Drama|Sci-Fi,108844.0,3.0
Iron Man 2,2010,82/100,0,0,0,1,77561.0,Action|Adventure|Sci-Fi|Thriller|IMAX,133689.0,3.0
Lucky Number Slevin,2006,81/100,0,1,0,0,44665.0,Crime|Drama|Mystery,9454.0,4.0
Alive,1993,73/100,0,1,0,0,3250.0,Drama,90583.0,3.0
Rain Man,1988,83/100,1,0,0,0,1961.0,Drama,61087.0,4.0
Ghost,2020,45/100,0,0,1,0,587.0,Comedy|Drama|Fantasy|Romance|Thriller,23227.0,3.0
28 Days Later,2002,83/100,0,1,0,0,6502.0,Action|Horror|Sci-Fi,30077.0,4.5
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,15845.0,3.0
Robin Hood,1922,58/100,0,0,1,1,3034.0,Adventure|Animation|Children|Comedy|Musical,23178.0,3.5
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,43184.0,3.0
Casino Royale,2006,85/100,1,0,0,0,49272.0,Action|Adventure|Thriller,131708.0,4.5
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,82772.0,3.0
Star Wars: Episode II - Attack of the Clones,2002,78/100,0,0,0,1,5378.0,Action|Adventure|Sci-Fi|IMAX,30304.0,3.5
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,114340.0,4.0
Sky Captain and the World of Tomorrow,2004,68/100,0,0,1,0,8865.0,Action|Adventure|Sci-Fi,66899.0,4.0
Pirates of the Caribbean: Dead Man's Chest,2006,82/100,0,0,0,1,45722.0,Action|Adventure|Fantasy,20406.0,3.0
Chicken Run,2000,76/100,0,0,1,0,3751.0,Animation|Children|Comedy,122816.0,3.0
Operation Dumbo Drop,1995,56/100,0,0,0,1,688.0,Action|Adventure|Comedy|War,114573.0,2.5
Akira,1988,81/100,0,1,0,0,1274.0,Action|Adventure|Animation|Sci-Fi,50140.0,4.0
Toy Story 2,1999,84/100,0,0,0,1,3114.0,Adventure|Animation|Children|Comedy|Fantasy,122838.0,4.0
Burn After Reading,2008,78/100,0,0,1,0,61323.0,Comedy|Crime|Drama,2138.0,4.0
Reefer Madness: The Movie Musical,2006,63/100,0,0,1,0,44889.0,Comedy|Drama|Musical,106632.0,3.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,12740.0,4.0
"20,000 Leagues Under the Sea",1954,69/100,0,0,0,1,1019.0,Adventure|Drama|Sci-Fi,129081.0,4.0
Psycho,2020,54/100,1,0,0,0,1219.0,Crime|Horror,69986.0,3.0
Scent of a Woman,1992,80/100,0,0,1,0,3252.0,Drama,32733.0,4.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,90185.0,4.0
Sister Act,1992,71/100,0,0,0,1,3247.0,Comedy|Crime,62762.0,3.0
Ran,1985,79/100,0,0,1,0,1217.0,Drama|War,12330.0,4.0
Tarzan,2013,56/100,0,0,1,1,2687.0,Adventure|Animation|Children|Drama,24012.0,3.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,130421.0,4.0
Cinderella,1965,59/100,0,0,1,1,1022.0,Animation|Children|Fantasy|Musical|Romance,59740.0,4.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,36001.0,3.0
Lemony Snicket's A Series of Unfortunate Events,2004,75/100,1,0,0,0,27706.0,Adventure|Children|Comedy|Fantasy,105450.0,3.5
What's Eating Gilbert Grape,1993,78/100,1,0,0,0,337.0,Drama,135026.0,3.5
Delicatessen,1991,74/100,0,0,1,0,1175.0,Comedy|Drama|Romance,104833.0,4.0
Toy Story 2,1999,84/100,0,0,0,1,3114.0,Adventure|Animation|Children|Comedy|Fantasy,64790.0,4.0
Saving Mr. Banks,2013,77/100,0,0,0,1,107141.0,Comedy|Drama,66263.0,3.0
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,55307.0,3.0
What's Eating Gilbert Grape,1993,78/100,1,0,0,0,337.0,Drama,132178.0,2.5
What's Eating Gilbert Grape,1993,78/100,1,0,0,0,337.0,Drama,18458.0,5.0
Disclosure,2020,69/100,1,0,0,0,225.0,Drama|Thriller,127024.0,4.0
Jack Reacher,2012,80/100,0,1,0,0,99112.0,Action|Crime|Thriller,65431.0,4.0
George of the Jungle,1997,66/100,0,0,0,1,1588.0,Children|Comedy,86205.0,2.0
Star Wars: Episode II - Attack of the Clones,2002,78/100,0,0,0,1,5378.0,Action|Adventure|Sci-Fi|IMAX,57995.0,4.0
Batman Begins,2005,88/100,0,1,0,0,33794.0,Action|Crime|IMAX,137561.0,3.5
Ran,1985,79/100,0,0,1,0,1217.0,Drama|War,130111.0,5.0
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,40909.0,3.5
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,70737.0,5.0
Of Mice and Men,1992,70/100,0,0,1,0,3271.0,Drama,48935.0,4.0
Mad Max,1979,76/100,1,0,0,0,3702.0,Action|Adventure|Sci-Fi,94151.0,4.5
Treasure Planet,2002,75/100,0,0,0,1,5882.0,Adventure|Animation|Children|Sci-Fi|IMAX,69406.0,4.5
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,2741.0,4.0
X-Men: The Last Stand,2006,78/100,0,0,0,1,45499.0,Action|Sci-Fi|Thriller,52160.0,4.5
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,114948.0,4.0
Mad Max,1979,76/100,1,0,0,0,3702.0,Action|Adventure|Sci-Fi,87790.0,5.0
Austin Powers in Goldmember,2002,74/100,1,0,0,0,5481.0,Comedy,28466.0,2.0
Reign of Fire,2002,72/100,0,0,1,0,5463.0,Action|Adventure|Fantasy,73259.0,2.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,81266.0,1.0
Star Trek II: The Wrath of Khan,1982,77/100,0,1,0,0,1374.0,Action|Adventure|Sci-Fi|Thriller,116513.0,4.0
Fanboys,2009,69/100,0,0,1,0,68659.0,Adventure|Comedy|Drama,115918.0,2.5
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,124587.0,4.0
Dennis the Menace,1993,65/100,1,0,0,0,6166.0,Comedy,122164.0,4.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,27636.0,3.0
Machete,2010,74/100,0,1,0,0,80219.0,Action|Adventure|Comedy|Crime|Thriller,40344.0,3.0
Star Trek: Generations,1994,71/100,0,1,0,0,329.0,Adventure|Drama|Sci-Fi,125137.0,2.5
Beetlejuice,1988,81/100,0,1,0,0,2174.0,Comedy|Fantasy,23437.0,4.0
Charade,1963,75/100,0,0,1,0,911.0,Comedy|Crime|Mystery|Romance|Thriller,39176.0,5.0
I Bury the Living,1958,53/100,0,0,1,0,4948.0,Horror,42204.0,3.0
Annie,1999,62/100,0,0,0,1,4039.0,Children|Musical,123717.0,3.0
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,85739.0,4.5
RoboCop,1987,80/100,0,1,0,0,2985.0,Action|Crime|Drama|Sci-Fi|Thriller,86720.0,3.0
